episode_id,section_index,gender,minutes,tunnus,lause
20210422_episood_5_elu_surm_ja_kanade_lestus,0,M,83.633,oh,"Arva ära , et ega väga väga ei lähe , et me oleme , samas oleme nagu sellises , ütleme ootusrežiimis olnud juba päris pikka aega ja samas samas on ka nagu masendust on natuke siis on , siis on lootusekiiri vahepeal tulnud ja siis on hästi hästi suur viha on ka riigi vastu , et neid tundeid on nagu täitsa nagu niisugune täitsa tunnete , karussell on , et ei oska nagu enam midagi arvata , et aasta tagasi oli küll , et kui see esimene , ütleme see lokdown või asi tuli , et siis oli selline mõte , et noh , noh , kuskil keegi küsis nagu intervjuud ka siis ma ütlesin , et , et oh , mis seal mis seal on , et kannatame ära , et oleme natuke kinni ja kõik on lahe , saame terveks ja paneme pidudega edasi ."
20210422_episood_5_elu_surm_ja_kanade_lestus,0,M,83.633,oh,"Aga , aga nagu tegelikult ööklubidest on vale mulje ikkagi jäänud , et see , see ei ole nagu koht , kus käiakse ainult läbustamas ja lähme , et oh , tahaks kellelegi lõuga anda , lähme ööklubisse , et sinna ikkagi minnakse meelt lahutama ja ja , ja noh , samamoodi ."
20200505_episood_10__estpluatatsioon_november__malev,6,M,9.169000000000002,oh,"Mis oli põhimõtteliselt siis segmenteeritud film , mis koosnes erinevatest lugudest , mis on põhimõtteliselt mitte tema esteetiliselt küllaltki ühesugused , onju et metsik , metsiku lääne lood jah , täpselt antoloogia ja sa oleks selle täpselt niimoodi teinud , nii et siis inimestel tekibki see , kuidas ma ütlen , erutus , et oh , nüüd tulevad kõik need parimad seigad , mida ma raamatust mäletan ."
20200505_episood_10__estpluatatsioon_november__malev,10,M,4.069833333333334,oh,"Vaid mulle väga meeldis , need nägid päris vägevad välja ja see lahendus algu alguses , kui ta selle vasika sealt ära veab , ma mõtlesin , et oh jumal , nii , okei ."
20200505_episood_10__estpluatatsioon_november__malev,15,M,7.989833333333339,oh,"Aga see ikkagi ei ole nagu , et oh , see on naljakas ."
20200505_episood_10__estpluatatsioon_november__malev,15,M,7.989833333333339,oh,"Vaata , sa oled lihtsalt , et oh veel üks halb asi , mis meie vaesete eestlastega küll välja juhtus ."
20200505_episood_10__estpluatatsioon_november__malev,17,M,7.306666666666668,oh,"See on , põhimõtteliselt saaks jälle meemi teha , kuidas Mihkel 2007. aastal hakkab kinno minema ja siis satub ajasrändajaga kokku , et oh , mis aasta on ."
20200920_tt_terav_teema_068_20092020,32,M,8.332166666666664,oh,"Ma olen nagu kahe tee vana olen nagu selles suhtes , et et ma olen nagu see tagasimineja suures osas ja lisaks olen ka läbi kraavide mineja , ehk siis kui keegi tuleb , ütleb , et oh , sa oled nii tubli ja ilusad , sans , sa oled kole , aga loll vaata selles suhtes , et need , need on need teed nagu teel olemisega , et see õnneks see , et sa ise rääkisid ära , et sa ise saad paika panna , mis see liiki teeline oled , on ju muidugi ma ise mõtlesin seda , et ma ei , see vajab liiga palju mõttetööd praegu , aga tagantjärgi paneb paika paika ja sa saad tegelikult vaata ei ole kunagi maailmas eriti keerulises inimühiskonnas nagu musta ja valget selles suhtes , isegi kui sa tahad nagu täiega tooni puhtad hoida ja see ei ole sul võimalik , sellepärast et maailm ongi nii mitmekülgne ."
20200730_heitlus_20ndates_podcast__osa_1_uus_algus,2,M,7.367333333333335,oh,"Ja siis mõtlesime , et me siis noh , üritasime edendada , verevendasid ja me mõtlesime , et oh , tavai , me oleme mõlemad hommikul vara üleval ."
20200730_heitlus_20ndates_podcast__osa_1_uus_algus,2,M,7.367333333333335,oh,"Ja seal ma saangi , seal ma saangi ja seal ma valgustangi inimesi , kuidas olen mina siin oma rockielu elanud ja bändielu ja näitlejaelu ja miks ma hakkasin neid koolitusi tegema , oli ka see , et Ma tahtsin inimesi inspireerida ja ma tahtsin ikkagi , et ükskõik kas lapsed ja õpetajad või ükskõik , tähendab ükskõik , mis inimene või kes seda juttu kuulab , siis et kui ta läheb õhtul koju , siis ta mõtleb , et oh lahe , et Ma ei tahaks niimoodi teha , mismoodi Andres tegi ."
20200807_heitlus_20ndates_podcast__osa_2_gmnaasiumiaja_raskused,1,M,5.0169999999999995,oh,"Vot ja tänane teema , millest me rääkima hakkame , on oh kooliaeg , oh kooliaeg , millal sina tuled , koolini pole ka enam kaua jäänud ."
20200807_heitlus_20ndates_podcast__osa_2_gmnaasiumiaja_raskused,1,M,5.0169999999999995,oh,"Vot ja tänane teema , millest me rääkima hakkame , on oh kooliaeg , oh kooliaeg , millal sina tuled , koolini pole ka enam kaua jäänud ."
20200807_heitlus_20ndates_podcast__osa_2_gmnaasiumiaja_raskused,4,M,2.881,oh,"Nojah , seda ja miks mina seda juttu nüüd hetkel üldse niimoodi räägi , nii avameelselt oligi see , et eelmisel aastal ma hakkasin loenguid pidama , ma hakkasin käima erinevates koolides ja rääkimaski , et ikka laiskvorst ma olin ja et kuidas ma õppida ei viitsinud ja missioon oli ka ainuke see , et , et ärge olge sellised nagu Andres oli , et kes ei õppinud ja kes lasi hästi palju tunde üle ja ma oligi niisugune , lihtsalt vaatasin , et oh , kell on kaheksa tavai , ma ei viitsi enam , magasin edasi , lasin päeva üle ja siis mul hakkasid kujunema niisugused lollid mustrid , et ma lasin nagu esmaspäevad ja reeded kogu aeg üle ."
20211018_234_spirituaalne_petaja_andrues_vana_vline_edu_on_sinu_sisemise_kpsuse_peegeldus,2,M,5.047333333333333,oh,"Miks see eraldi vaatamise või miks , miks sa tahad nagu miks me inimesena tunneme , et oh , räägime ainult sellest , õnnestu on ju , või räägime oma olemusest või räägime sellest suhetest või ma ei tea , millest me räägime , on ju siis on see , et sa inimesena saad tähelepanu pöörata ainult ühele asjale korraga ."
20211018_234_spirituaalne_petaja_andrues_vana_vline_edu_on_sinu_sisemise_kpsuse_peegeldus,5,M,10.847333333333337,oh,"See on see point , siis saab tulla see uus inspiratsioon , oh kuule , teeme niimoodi , onju ."
20220106_239_marius_vahter_ja_sven_kabanen_mikrobioomi_olulisusest_detoksist_ja_probiootikumidest,10,M,13.381833333333336,oh,"Meie kutsume teda , oh hiiraks ."
20220106_239_marius_vahter_ja_sven_kabanen_mikrobioomi_olulisusest_detoksist_ja_probiootikumidest,24,M,7.124166666666664,oh,"See on natuke teine teema üldse , et oh , iira puhul on , nagu ma juba rääkisin , fermentatsioon on ju ."
20220106_239_marius_vahter_ja_sven_kabanen_mikrobioomi_olulisusest_detoksist_ja_probiootikumidest,27,M,12.972166666666665,oh,"Aga minu jaoks väga suur vahe ongi see , et oh Hiira puhul need bakterid , mis seal kapslis on , need on elusad , neid ei ole kunagi külmkuivatatud , neid ei ole töödeldud , nendega ei ole midagi tehtud , tal on juures toit ."
20220106_239_marius_vahter_ja_sven_kabanen_mikrobioomi_olulisusest_detoksist_ja_probiootikumidest,27,M,12.972166666666665,oh,"Et nüüd ma rääkisin nagu sellest , oh hira poolest on ja kuidas see tehtud on , et siia nüüd võrdluseks kõik ülejäänud on , esiteks , nad on külmkuivatatud , seal on oma protsess , on kas pulber või siis seesama pulber on pressitud kapsliks ."
20220106_239_marius_vahter_ja_sven_kabanen_mikrobioomi_olulisusest_detoksist_ja_probiootikumidest,31,M,12.477833333333336,oh,"Ja , ja , ja ma arvan , et teekond tervisliku eluviisi suunas on samamoodi protsess , et see , see ei juhtugi üle päeva , mõnegi võib-olla juhtub , aga see on erand , et erand kinnitab , kinnitab reeglit , et need tooted pigem toetavadki sind nii kaua , kuni sa saad siis päriselt tunda , et oh nüüd ma olengi valmis nagu tervislikult elama ja stressivabalt elama ja ma teen seda tööd , mis mulle meeldib , mitte ma ei tee seda raha pärast ja mul on naisega suhe korras , sest me saame ausad olla , me saame oma hirmudest rääkida ."
20210928_bipolaarne_muusika_8,1,M,40.22183333333333,oh,"Kui ma teaks , siis ma ütleks sulle see oli äkki siis , kui ma hakkasin ise kitarri tinistama rohkem ja siis kitarri tinistamisega , siis jõudsin kuidagi sinna , et oh prooviks mingeid lugusid ka siis vist lihtsamad lood , mida mängida ."
20210928_bipolaarne_muusika_8,1,M,40.22183333333333,oh,"Doja catiga arutasin seda , et see on nagu räige meem juba , see , kuidas sa nagu alabamastad , ei sa hakkad tegema , see , siis need enwordid hakkavad tulema ja , ja see , kuidas sul vahepeal mingi revolver käes olnud ja mängu mänguver Oh , kuule , see on isegi , mul on üks video , kuidas sa , härra , härra Kristoga teed duelli pead peate õues ei , selles suhtes , see on nagu pull asi , nagu sa , kuidas ma ütlen , sa lihtsalt võtad mingi stereo nagu stereotüübi ja lihtsalt hakkad nagu seda nagu teesklema või mängima või nagu näitlema veits risti põletamisena oled ka ?"
20220206_kollektiivne_katk_14006022022,2,M,14.377,oh,"Telekas tõmbas endasse ja siis mõtlesin , et oh nüüd kindlasti on kaua aega mööda läinud , vaatasin poolteist minutit ."
20220206_kollektiivne_katk_14006022022,6,M,15.423333333333334,oh,"Sellest lumehangedest tõi korraks nagu , oh , aga me nüüd ju uus aasta tiksub iga samm ju kurat soojale lähemale , kui tuumatalve ei tule , aga , aga loodan , et ei tule ."
20190102_esialgu_nimeta_podcast_ep_2,0,M,1.714,oh,"Häda oi häda ja mitte keegi ei hooli , kui räägin kurval toonil , kuidas ära kaotasin oma mobiiltelefoni o häda häda ja viletsus häda , kui sõidan piletita trolli , siis tulevad kontrolli ja ala ilma läbi otsitakse mind tollis ning kui remonti teen , siis kukub varba peale , tellis oh häda ."
20190102_esialgu_nimeta_podcast_ep_2,0,M,1.714,oh,"Kaalus võtan juurde häda häda , oh häda , alles eelmine nädal ostsin õuna , mis mäda ja isegi ükskord , kui kasiinos võti balti jama tunnelis mul raha käest ära , oh häda ."
20190102_esialgu_nimeta_podcast_ep_2,0,M,1.714,oh,"Kaalus võtan juurde häda häda , oh häda , alles eelmine nädal ostsin õuna , mis mäda ja isegi ükskord , kui kasiinos võti balti jama tunnelis mul raha käest ära , oh häda ."
20190908_bipolaarne_armastus_2,0,M,21.2325,oh,"Aga olgu , kus ta on , armastus on niikuinii , armastus on ju nii , küsi nüüd , kas te vaatate õrnemat sugupoolt vahepeal sellise pilguga , et oh , et see võiks mu tulevaste laste ema näiteks olla , et kui te tunne esimest meeldimist , et peas käivad seal 100 miljon mõtet ära , umbes millised võiksid olla sinu pulmas ?"
20210313_episood_1_eesti_laul_aftekas__covidioodid,0,M,54.761,oh,"See on täpselt sama point , et on see sama asi ja noh , sa oled nagu lihtne edasi teha sealt , sest see on samamoodi paned mingi jupi juurde nagu oh , oli uus , aga no ega me ei tohi ka nagu peljata selles suhtes nagu muudatus , et et kui me jäämegi see sama formaadi juurde , siis me jõuame kuskile , nagu siis me olemegi seal samas augus ja siis osadel on väga hea meel , saade toimetab , onju siis nende jaoks , kes nagu on asjas sees rohkem ."
20200124_114_saade__meisterpetaja_kristiina_raie_rgib_teekonnast_peale_keha_surma,2,F,28.689000000000004,oh,"Ja see reisimise jutt mulle ka meeldis , et me kõik siin räägime , oh , läheks sinna , läheks tänna , teeks seda , see algab nii lihtsasti asjast , et otsi see reis välja , osta su pilet ära , onju , et see paljud asjad jäävad laiskuse ja mugavuse taha elus , et see , see on küll tõsi , hirmu ."
20200124_114_saade__meisterpetaja_kristiina_raie_rgib_teekonnast_peale_keha_surma,2,F,28.689000000000004,oh,"Mul on eluisu täitsa otsas , nii , ja siis nüüd tuleb reis , oh , et mul ikka reisil kõik hästi läheks , et keha oleks terve , aga domineerib see , et kõigest on juba ükskõik , on see vahe , vot see vahe , et kõigepealt see bassiksee baas häälestus , mina , mina siis häälestangi , kui ma tunnen , et kuidagi kuidagi midagi nagu võbeleb ja ma ise ei ole nagu väga kindel endas , et siis ma nagu võtan selle otsese vastu pekki ."
20201213_podcast_noorteaken_2__kaasamine,3,F,26.543333333333337,oh,"Ja siis , kui tuleb sul noorsootöötaja , ütleb , et oh , kuule , tule noortekasse ."
20201213_podcast_noorteaken_2__kaasamine,3,F,26.543333333333337,oh,"Väsitab ära , see mul oli ka need sellised siis , kui öeldi , et ma arvan , et väga paljud noored saavad minuga samastuda , et kui sa nagu kooliaasta on juba põhimõtteliselt nagu lõppema , siis öeldakse , et oh , me jääme kaheks nädalaks nagu koju on ju ."
20210701_kuidas_mratakse_iget_mgihinda_kinnisvarale,0,F,25.375,oh,"Päris paljud on sellised , kes tulevad ja arvavad , et oh , et internetis on selline hind ja tegelikult on hoopis teine hind ."
20210701_kuidas_mratakse_iget_mgihinda_kinnisvarale,0,F,25.375,oh,"Ei , see ei ole päris nii et praegused ostjad on tegelikult väga hinnateadlikud ja , ja müüjad pigem mõtlevad küll , et oh , et müüme natuke kõrgemalt ."
20210519_podcast_noorteaken_10__treening_toitumine_ning_tervis,5,F,21.693833333333338,oh,"Kuna minu ema töötas treenerina ja Ma ta oli minu treener , väga suurepärane treener , kõik hea , mitte et ma ei tahtnud tema olla , vaid et ma nägin seda tööd ja , ja mul olid alati niisugused , et oh , et ma tahan saada advokaadiks või ma tahan saada arstiks või minoh arstiks ."
20190204_63_saade__niad_helve_ja_liina_soovitavad_armastust_maagiaga_mitte_meelitada,0,F,36.162,oh,"Ta ei teadnud ju , mis seal nagu põhjas on , ta seal kuskil peidus on , kusjuures vaata , on ju , kui ma ei tea , minul on küll kogemusi , et , et mõni mees vaatab No võib olla tänapäeval , mul on juba mingid teised tunda ka , aga kunagi ammu , et vaatad , et oh , täitsa äge mees , siis kui tuttavaks saad , siis sa saad aru , et sul ei ole temaga mitte midagi ühistada , tegelikult sa ei taha teda üldse , mõnel inimesel ongi ."
20190204_63_saade__niad_helve_ja_liina_soovitavad_armastust_maagiaga_mitte_meelitada,0,F,36.162,oh,"Mind huvitab ikkagi see vaataja , noh et saan oma mehega kokku , meil on suur armastus ja keegi vaatab , oh sa raisk , neil on nii hästi ."
20220203_dr_annika_uue_dr_aime_keis_kukkumise_traumadest_ja_emo_igapevasest_tst,0,F,23.404166666666665,oh,"Aga kui see on lihtsalt , et mul on siin hematom , mis ülehomseks oh imet ei ole ära läinud , siis jah , ei lähegi ."
20211221_podcast_noorteaken_14__killu_kolsar_kes_on_arengutreener,2,F,34.03616666666667,oh,"Ja samal ajal minu kõrval ma olin vabariigi , ma ütlesin ja Sandra Vabarna tegi ka enda arengutreeneri pabereid , siis küll natuke teises valdkonnas , aga see tundus kõik nii põnev ja huvitav ja mõtlesin , et oh , ma pean ka seda proovima , sa saad Eestis pabereid teha selleks mina ei teinud Eestis ."
20190408_71_saade__klas_kis_veider_kerglane_hullumeelne_ja_leldse_defineerimatu_kaidi_karilaid,4,F,3.7001666666666666,oh,"Ikka nagu Anu niiviisi ja ärkad , vala hommikul ja vaatad peeglisse , ütled oh sa poiss , siis kui me siiamaani oleme nagu kõik see , mida , mida sa nagu mõtled , mõtled või see sinu arvamus sinust endast loob sind sellisena nagu sa arvad , sest kui sa arvad , et sa tahad välja näha nagu Anu siis peab sul olema selline hinnang , et see , mis sa praegu oled , see ei ole nagu piisav kuhugi ."
20201130_podcast_noorteaken_1__sissejuhatus,0,F,27.51133333333333,oh,"Kui miks on neid pooltkaste vaja , kui me räägime mingitel teemadel , siis ongi see vaata , sa ütlesid ka , et noor suudab võib-olla ise nagu kõnetada rohkem noori , kui võib olla , sina lähed ja räägid , onju mingist , et ma ei tea , täna räägin vaimsest tervisest , on ju siis sinul on rohkem elukogemust kui meil on ju , aga võib-olla mõnel noorel on seda nagu raskustega kogemust rohkem ja ta suudab nagu kuidagi jõuda nagu kiiremini selle nooreni ja talle öelda , et aga mõtleks selle peale või et räägiks sellest , et ma ma tooks ka selle välja , et see on kindlasti üks hea mõte , milleks teha üldse noortele suunatud potkast ja teine muidugi see , et noored ise tunneksid ka huvi selliste asjade vastu , et kui me võib-olla mõni noor , kes kuulab või vaatab ja ta tunneb , et oh , ta tahaks ka täiega podkastis rääkida või või tegutseda siis nagu noh , anna teada ja teeme ära , onju , et nagu kõik on võimalik , et et tekitada seda huvi ja kui seda ju mina ütlen ka , et kui mul oleks olnud juba varem selline pood , kes kus mulle räägib , kas mõni noor , siis ma võib-olla oleks päris paljusid asju nagu võtnud , rohkem kuulda , kui ma hiljem selle nüüd avastan , on ju , aga tegelikult see noh , ta rääkis juba päris pikalt , et võiks teha , on ju ."
20210322_podcast_noorteaken_6__motivatsioon_eneseareng_ja_ajaplaneerimine,1,F,29.687333333333335,oh,"Et hästi lihtne näide ongi see , et kui sa oled tegelikult hästi palju endast välja andnud , et sa annad selle energiat välja , siis nagu jah , vahepeal on tõesti tunne , et okei , kas tuleb midagi tagasi , kas ma jäängi nagu siuke kartulikott , mis on nagu tühjaks veetud ja siis jääbki sinna maha viker , et oh , kas okei , miks ma jälle nii palju välja andsin , aga tegelikult on see , et see kõik tuleb kuidagi ringiga tagasi ."
20210603_mida_peaksid_teadma_enne_kinnisvaraostu,0,F,33.215333333333334,oh,"Ma tahtsin nagu lisada terjele , et , et väga sagedasti on ju see , et inimene ju vaatab esimest oma otsust , ta teeb ju selle kuulutuse järgi , mis on portaalis üleval , on , tuleb ja vaatab , et oh kui uhked ."
20210104_podcast_noorteaken_3__aktiivsus_vabatahtlik_t,2,F,28.132166666666667,oh,"Ja see oli hästi tore , kui , Oh kui äge , no ma tahaks ise ka sellel osaleda , aga kui me siin juba oleme õpilase teema juures , siis ütle meie kuulajatele , kes meid kuulavad ja kes parasjagu mõtlevad ka , et äkki ikkagi võiks õpilasühendusega liituda või miks jääda õpilasesindusse ."
20210104_podcast_noorteaken_3__aktiivsus_vabatahtlik_t,2,F,28.132166666666667,oh,"Et sellepärast juba tasub minna Oh kui tore , aga me räägime , on ju , nüüd rääkisime õpiesindusest , et mis see sulle andnud on , me oleme rääkinud malevast , et sa läksid sinna aktiivi ."
20210729_arco_akadeemia_podcast_kuidas_tsta_oma_kinnisvara_vrtust_lbi_kinnisvaralavastuse,0,F,31.861333333333334,oh,"Tegelikult , ega midagi väga keerulist ei ole tehtud samale linale paar patja juurde visatud lilled juurde , et tekike peale ja , ja kohe tundub ju palju hubasem või juba piltide pealt tekitab nagu seda tunnet , et , et oh nii mõnus magamistuba ja et kui see , siis lähed kohale , see näeb ka täpselt samasugune välja nagu pildi pealt , siis juba on nagu see hea emotsioon tekkinud ."
20210729_arco_akadeemia_podcast_kuidas_tsta_oma_kinnisvara_vrtust_lbi_kinnisvaralavastuse,0,F,31.861333333333334,oh,"Aga ei ole niisugune , et oh , et keegi siin parasjagu just elab ja tal on söögitegemine pooleli jäänud ."
