episode_id,section_index,gender,minutes,pos,tunnus,sona,lause
20210422_episood_5_elu_surm_ja_kanade_lestus,0,M,83.633,D,täitsa,täitsa,"Et see on , see on täitsa täitsa müstiline ja täitsa täitsa ulme , et ma proovin ka nagu väga nagu sellest teemast nagu kõrvale alati minna , kui kellegi tuttavaga läheb jälle mingiks teemaks noh , nagu jutuks nagu ütleme maski ja maski ja selle selle poole pealt , et , et nagu see hävitab , see hävitab majanduslikult natukene kogu see kriis ja kogu see , ütleme see kriisi juhtimine aga rohkem ta hävitab ikkagi inimeste ."
20210422_episood_5_elu_surm_ja_kanade_lestus,0,M,83.633,A,täitsa,müstiline,"Et see on , see on täitsa täitsa müstiline ja täitsa täitsa ulme , et ma proovin ka nagu väga nagu sellest teemast nagu kõrvale alati minna , kui kellegi tuttavaga läheb jälle mingiks teemaks noh , nagu jutuks nagu ütleme maski ja maski ja selle selle poole pealt , et , et nagu see hävitab , see hävitab majanduslikult natukene kogu see kriis ja kogu see , ütleme see kriisi juhtimine aga rohkem ta hävitab ikkagi inimeste ."
20210422_episood_5_elu_surm_ja_kanade_lestus,0,M,83.633,D,täitsa,täitsa,"Et see on , see on täitsa täitsa müstiline ja täitsa täitsa ulme , et ma proovin ka nagu väga nagu sellest teemast nagu kõrvale alati minna , kui kellegi tuttavaga läheb jälle mingiks teemaks noh , nagu jutuks nagu ütleme maski ja maski ja selle selle poole pealt , et , et nagu see hävitab , see hävitab majanduslikult natukene kogu see kriis ja kogu see , ütleme see kriisi juhtimine aga rohkem ta hävitab ikkagi inimeste ."
20210422_episood_5_elu_surm_ja_kanade_lestus,0,M,83.633,D,täitsa,ära,"No eks seda ei tea ka , eks see on niisugune katsetamise küsimus muidugi , aga aga see oli huvitav vaadata , et nagu püüti , püüti ja tõmmati , tõmmati ja lõpuks see kukkus nagu täitsa ära lihtsalt ."
20210422_episood_5_elu_surm_ja_kanade_lestus,0,M,83.633,D,täitsa,täitsa,"Food ja telli , tellid koju nagu tellida ükskõik kust Hesburgeris midagi samamoodi tellid siksikist , et et täitsa täitsa pull ja , ja huvitav ja sellega ma lihtsalt ."
20210422_episood_5_elu_surm_ja_kanade_lestus,0,M,83.633,D,täitsa,täitsa,"Hispaanias seal on üks eestlaste linnaosa , et , et arvatavasti sinna ka Hakkame juunikuus vaikselt ehitama ja sättima , et täitsa täitsa suured plaanid sellisest väiksest nagu asjast ja ja naljakas ongi , et see idee tuli ja täpselt siis kui , kui oli see kõige siuke mustem ja selline asi ."
20210422_episood_5_elu_surm_ja_kanade_lestus,0,M,83.633,A,täitsa,suur,"Hispaanias seal on üks eestlaste linnaosa , et , et arvatavasti sinna ka Hakkame juunikuus vaikselt ehitama ja sättima , et täitsa täitsa suured plaanid sellisest väiksest nagu asjast ja ja naljakas ongi , et see idee tuli ja täpselt siis kui , kui oli see kõige siuke mustem ja selline asi ."
20210422_episood_5_elu_surm_ja_kanade_lestus,0,M,83.633,D,täitsa,täitsa,"Aga noh , nii kui see idee pähe tuli ja ma hakkasin mõtlema ja kogu seda asja , kuhu see asi jõuda võiks , ma räägin , ma reaalselt vist kaks päeva ei maganud , ma olin nagu , kujutad ette , see on nagu tõesti nagu mingi ütleme , mingi mingi muusikapalagagi , et sa teed valmis , sa oled nii sillas sellest , sul on nagu nii , adrenaliin on nagu laes ja hilge küte ja nagu hästi-hästi pull ja see annab , see annab juurde ja , ja , ja see ikka , see on , see on hästi-hästi mõnus tunne , kui , kui teed ja sa saad veel , sa saad veel nagu inimeste nagu heakskiidu ka selle selle kohta , et neile nagu meeldib täitsa täitsa pull ."
20200505_episood_10__estpluatatsioon_november__malev,0,M,5.723666666666667,A,täitsa,huvitav,"Ja täitsa huvitav oli avastada , et meie teine film , mis meil tuleb , on täitsa vana ."
20200505_episood_10__estpluatatsioon_november__malev,0,M,5.723666666666667,A,täitsa,vana,"Ja täitsa huvitav oli avastada , et meie teine film , mis meil tuleb , on täitsa vana ."
20200505_episood_10__estpluatatsioon_november__malev,8,M,2.472999999999998,A,täitsa,suvaline,"Nagu ma õigesti mäletan , siis november oli osa mingist sellisest eksperimendist , kus nad võtsid täitsa suvalisi inimesi näitlema , onju ."
20200505_episood_10__estpluatatsioon_november__malev,15,M,7.989833333333339,V,täitsa,tunduma,"Et kuidas see võis ära rikkuda ka need momendid , mis pidid tunduma humoorikad , mis minu jaoks täitsa tundusid humoorikad ."
20220104_mehed_ei_nuta_kontaveidi_fnnid_liialdasid_vehklejate_rappimisega_spordiaasta_suured_ksimused,1,M,15.986666666666665,A,täitsa,kohutav,"Täitsa kohutav , see oli lennujaam , piri ."
20190101_mehed_ei_nuta_suur_uusaastasaade_absoluutne_tde_ehk_eelmise_spordiaasta_top25_edetabel,2,M,38.38016666666667,A,täitsa,kõva,"No ma ütlen siis nii palju , et Vello Vaher on ka tegelikult täitsa kõva vana ."
20190101_mehed_ei_nuta_suur_uusaastasaade_absoluutne_tde_ehk_eelmise_spordiaasta_top25_edetabel,2,M,38.38016666666667,A,täitsa,hullumeelne,"Ja kusjuures teil ei ole ju seda õnne olnud käia seda renni vaatamas , mis on see päris renn või siis seda pargisõidurada , mul on õnnestunud Aspeni mängudel ära käia ja see on ikka hull , see on täitsa hullumeelne , kuskohast nad hüppavad ja kõik see renn , seal on ju jää ja see tugevad ääred ja kõik ja siis nad hüppavad kaks-kolm meetrit üle selle , siis on alla veel läheb mingisugune kuus kuni kaheksa meetrit läheb alla ."
20190101_mehed_ei_nuta_suur_uusaastasaade_absoluutne_tde_ehk_eelmise_spordiaasta_top25_edetabel,4,M,70.77066666666666,A,täitsa,mõttetu,"See on täitsa mõttetu , kas sa ei teegi suu ?"
20210131_klas_mc_olldaraba_bastadz_daraba_mob08731012021,5,M,20.441,A,täitsa,relevaatne,Mõlemad on täitsa relevaatsed .
20200920_tt_terav_teema_068_20092020,29,M,4.140166666666664,V,täitsa,saama,"Las elu viskab väikse , võtsid sisse , lähen ikkagi 100-ga kurvi ja mul täitsa sai piisk , mis seal kurvi taga toimub ."
20210531_kuna_it_on_levinud_igasse_eluvaldkonda_siis_on_itekspertidele_rakendust_kikjal,0,M,28.527333333333335,D,täitsa,lausa,"Aga üha populaarsemaks on muutumas need kavad , kus inimesed , kes on enda kolmekümnendates , neljakümnendates , tulevad ennast uuesti harima ja meil on mitu õppekava magistriõppes , kus me ootamegi siis inimesi , kes seal on täitsa lausa tippspetsialisti tasandil või tippjuhi tasandil ."
20210912_jlle_see_lart_119_12092021,21,M,10.868166666666667,A,täitsa,hea,"Teinekord on täitsa hea , kui vähe halvemad lood on lühikesed ."
20210927_61_cancel_cancel_cancel,9,M,10.928999999999997,A,täitsa,kaasaegne,"Nad üritavad ka teha , see isegi näeb täitsa kaasaegne välja niisugust kaasaegset , normaalset laptopi , kus ka kõik on lahti kruvitav ja asendatav ja Up grade tav , et ."
20190102_esialgu_nimeta_podcast_ep_4,2,M,37.60733333333334,A,täitsa,uus,"Siis sa ei pea ootama nädal aega selleks ja vajutad nuppu kohe järgmise juurde , aga see on , see on geniaalselt tehtud , nad on mingid väga targad inimesed , on tegelikult selle taga , kes alati väga need , kes stsenaariumi kirjutavad , nad alati panevad nagu lõpu lõpupoole panevad mingi uue asja täitsa uue asja ja siis siis see inimene , kes vaatab , on nagu see , see on läbi , aga ."
20211018_234_spirituaalne_petaja_andrues_vana_vline_edu_on_sinu_sisemise_kpsuse_peegeldus,4,M,9.509833333333331,D,täitsa,niimoodi,"Ma mäletan , kui ma olin suht maailmameister paanikahoogudes enne seda ärkamist ja asja täitsa niimoodi , et tänaval kukkusin kokku nagu kõik kogu maailma , ma kartsin ja muretsesin ja proovisin ära teenida ja ja mina olin nagu kõige viimane asi , millele ma üldse tähelepanu pöörasin ja ma istusin üsna selline minu perspektiivis nagu täitsa täitsa kole päev oli ."
20211018_234_spirituaalne_petaja_andrues_vana_vline_edu_on_sinu_sisemise_kpsuse_peegeldus,4,M,9.509833333333331,D,täitsa,täitsa,"Ma mäletan , kui ma olin suht maailmameister paanikahoogudes enne seda ärkamist ja asja täitsa niimoodi , et tänaval kukkusin kokku nagu kõik kogu maailma , ma kartsin ja muretsesin ja proovisin ära teenida ja ja mina olin nagu kõige viimane asi , millele ma üldse tähelepanu pöörasin ja ma istusin üsna selline minu perspektiivis nagu täitsa täitsa kole päev oli ."
20211018_234_spirituaalne_petaja_andrues_vana_vline_edu_on_sinu_sisemise_kpsuse_peegeldus,4,M,9.509833333333331,A,täitsa,kole,"Ma mäletan , kui ma olin suht maailmameister paanikahoogudes enne seda ärkamist ja asja täitsa niimoodi , et tänaval kukkusin kokku nagu kõik kogu maailma , ma kartsin ja muretsesin ja proovisin ära teenida ja ja mina olin nagu kõige viimane asi , millele ma üldse tähelepanu pöörasin ja ma istusin üsna selline minu perspektiivis nagu täitsa täitsa kole päev oli ."
20211018_234_spirituaalne_petaja_andrues_vana_vline_edu_on_sinu_sisemise_kpsuse_peegeldus,5,M,10.847333333333337,D,täitsa,täitsa,"Ehk et niimoodi ma arvan , et mul oli täitsa täitsa nagu lõbus oli tegelikult seal poe vahet käia , ega ta nüüd mingi nagu füüsiliselt ära ei tapnud ju ja , ja , ja , ja näed , lõpuks oli see auto ka kodus on ju ."
20211018_234_spirituaalne_petaja_andrues_vana_vline_edu_on_sinu_sisemise_kpsuse_peegeldus,15,M,7.389833333333324,D,täitsa,ju,"Oot-oot , mul on ju kõrgem mina , ma olen ju äge äge mees ja ma täitsa ju saan rääkida asjadest , onju ."
20220106_239_marius_vahter_ja_sven_kabanen_mikrobioomi_olulisusest_detoksist_ja_probiootikumidest,2,M,1.049,V,täitsa,olema,"Aga mingi hetk , mingi hetk tuleb siia ja siis ma näen ka , et me oleme täitsa olemas ."
20220106_239_marius_vahter_ja_sven_kabanen_mikrobioomi_olulisusest_detoksist_ja_probiootikumidest,10,M,13.381833333333336,A,täitsa,juhuslik,"Ma nüüd vastan , et ja minu minu teekond SenKlensiin oli tegelikult täitsa juhuslik ."
20220106_239_marius_vahter_ja_sven_kabanen_mikrobioomi_olulisusest_detoksist_ja_probiootikumidest,17,M,7.815333333333334,D,täitsa,üle,"Noh , miks mul neid bakterid üldse vaja on , kas üldse saab eksisteerida hetke , kus ma väljutan või likvideerin kõik bakterid ja tapan kõik bakterid või või , või võtad hala pakteri täitsa üle siis ?"
20220106_239_marius_vahter_ja_sven_kabanen_mikrobioomi_olulisusest_detoksist_ja_probiootikumidest,27,M,12.972166666666665,A,täitsa,vahva,"Ta on täitsa vahva diil teile tehtud sinna , nii et jaanuari lõpuni võimalus endale võtta see või siis tervele perele , kui on soovi ja , ja vaadata , mis endaga kaasa toob , et aga ma tahaks korra puur seda poolt ka veel juurde , et ."
20220106_239_marius_vahter_ja_sven_kabanen_mikrobioomi_olulisusest_detoksist_ja_probiootikumidest,27,M,12.972166666666665,A,täitsa,täis,"Naine sööb midagi mullika , no siis ma üldiselt ikkagi murdun , aga pärast puhastuse on väga lihtne teha see puhastus , päev on ka , et kõht on füüsiliselt täitsa täis ."
20220106_239_marius_vahter_ja_sven_kabanen_mikrobioomi_olulisusest_detoksist_ja_probiootikumidest,31,M,12.477833333333336,A,täitsa,reaalne,"No no mina , mina nagu mina , nagu ütleks selle Ja see on , võib olla täitsa reaalne hirm , jah , aga , aga nagu me ise ka pidevalt seda ütlema , et , et see puhastus on nii kaua vajalik , kui sa ei vii oma elu tasakaalu , kui sul elu on tasakaalus , siis kõik organid suudavad ise ."
20210124_kiire_saade_086_24012021,24,M,3.221833333333332,D,täitsa,täitsa,Täitsa täitsa on olemas siuke värk nagu .
20210124_kiire_saade_086_24012021,24,M,3.221833333333332,V,täitsa,olema,Täitsa täitsa on olemas siuke värk nagu .
20210928_bipolaarne_muusika_8,0,M,20.077333333333335,V,täitsa,olenema,"Ma ütlen , stabiilne kasv on hea , see nagu kindel siis järelikult teinekord ja piki nagu see täitsa oleneb sellest nagu episoodist , kuidas me ise cerine tuleme , aga no me lähme ajas ise paremaks ja siis tekib nagu rohkem kuulajaid ka ."
20210928_bipolaarne_muusika_8,1,M,40.22183333333333,D,täitsa,vist,"Et nad äkki said kuidagi mind kokkulepetele , aga , aga täitsa vist kohtusse da jõudnud ."
20210928_bipolaarne_muusika_8,1,M,40.22183333333333,V,täitsa,imestama,"Pärnu vist tehti neid , mina ei tea ante aga kusjuures , mis täitsa imestan , mini , ma ei tea , kas enam töötab , aga klaas sinepi äkki või ?"
20200424_kinnisvaraintervjuu_08_tnu_toompark_kinnisvarakool_ja_kaspar_kajuvee_estateguru_o,0,M,16.410666666666668,A,täitsa,hea,"Tore mul , mul on ka täitsa hea ja ei ole mulgi ebameeldivat köha ega maitsetunde puudumist ."
20200112_kekkonenis_takeover__041_12012020,7,M,5.909833333333334,D,täitsa,ära,"Kusjuures selle looga oli niimoodi , et ma olin selle täitsa ära unustanud ja siis , kui ma saateks ette valmistasin , sattusin puhtjuhuslikult selle loo peale ja ja no siin ei ole kahtlustki saatesse sisse na ."
20190102_esialgu_nimeta_podcast_ep_2,5,M,2.9161666666666664,A,täitsa,olematu,"Juutluse poolt siis midagi , no ma päris päriselt ju pole jõudnud , sest minu ema ema on Seal mingi 10 protsenti jutt , et see on täitsa olematu ."
20190908_bipolaarne_armastus_2,0,M,21.2325,V,täitsa,olema,Nagu pro infact Ja täitsa on neil juhtunud seda .
20190908_bipolaarne_armastus_2,0,M,21.2325,V,täitsa,võima,"Aga ja ei , see võib täitsa võib täitsa olla , niimoodi saad kokku ."
20190908_bipolaarne_armastus_2,0,M,21.2325,V,täitsa,olema,"Aga ja ei , see võib täitsa võib täitsa olla , niimoodi saad kokku ."
20210313_episood_1_eesti_laul_aftekas__covidioodid,0,M,54.761,A,täitsa,väljaõppinud,"Et sina , ma saan aru , oled täitsa väljaõppinud , aga ei tööta , minu minul on siis nagu vastupidi , et ma kuidagi selline huvitav saatest käik ."
20210313_episood_1_eesti_laul_aftekas__covidioodid,0,M,54.761,V,täitsa,istuma,"No ütleme nii , et kuna see lukuka veetsime ka eid seal stuudios koos , siis selles suhtes on mul nagu hea meel , et ma ei saanud midagi öelda , aga mul oli veits nagu kahetsed tunded , et võibolla oleks võinud saada näiteks mõni muu , aga noh , see on niisugune õige vana küsimus ja selle peale me spekuleerime ilmselt aastaid , et mis oleks dünaamiliselt ja vokaalselt ja loo ülesehitus poolelt ja lavasoo poolest nagu parem , aga minu arust on tegelikult väga hea , et Uku sai lõpuks ja mulle iseenesest lõpuks see lugu nagu hakkas täitsa istuma ."
20210313_episood_1_eesti_laul_aftekas__covidioodid,0,M,54.761,D,täitsa,siiralt,"Noh , minu isiklik eelistus oleks olnud midagi muud , mina ise hoidsin pöialt suurtele tüdrukutele ja põhjus selleks Ma ei tea , mulle lihtsalt meeldis see vaip , kui ma täitsa siiralt ausalt ütlen , siis mina ei näinud sel aastal mitte ühtegi lugu ."
20210313_episood_1_eesti_laul_aftekas__covidioodid,0,M,54.761,D,täitsa,nii,"Sa nägid neid ennustuskontorite panuseid ka või vaata , mingi hetk tuli välja see artikkel , et Eurovisiooni erinevad ennustuskontori siis , kuhu ta paigutas mäleta kuskil lõppu või siis ka nagu täitsa nii taha , et isegi need riigid , kes pole oma numbrid välja andnud , et isegi nagu nende taha paigutati Ukulugu sellest ."
20210313_episood_1_eesti_laul_aftekas__covidioodid,0,M,54.761,V,täitsa,ei,"Suhtelt hea küsimus tegelikult noh , sest niisugune ütleme , kogu see kamp , kes seal on , on tegelikult niisugused nagu põhilised suunamõisad Eestis on ju , et sul on tegelikult see jälgijaskond on niisugune suht ilmselt väga noor muidugi ka spekulatsiooni , aga ilmselt on pigem nooremad niisugune mingi , kuni ma ei tea , kuni 18 umbes kindlasti no see on ka võib-olla olla palju öeldud , aga noh , sa tegelikult ikkagi näitab seda nagu väljaku , et suvaline , me pidutseme , on ju , mind vist kõige rohkem häiris selle juures need vabandused , et , et , et noh , me läksime nagu oma sõpradega seal ja nüüd niisugune nagu tegelikult ei ütle nagu midagi , et ma saan aru , et sa vabandasid , aga sa kokkuvõttes tegelikult ei ütle mitte midagi selle vabadusega , et noh , siis põhimõtteliselt ikkagi tegelikult natuke süüdimatut sõpradega läksin ja noh , sorry noh , see tegelikult ei ole nagu ei no ma täitsa ei ole nagu midagi , ma täitsa usun , et kui sa ikka lähed niisuguse seltskonnaga , noh , kama on nagu ütled , käitusid valesti ."
20210313_episood_1_eesti_laul_aftekas__covidioodid,0,M,54.761,V,täitsa,uskuma,"Suhtelt hea küsimus tegelikult noh , sest niisugune ütleme , kogu see kamp , kes seal on , on tegelikult niisugused nagu põhilised suunamõisad Eestis on ju , et sul on tegelikult see jälgijaskond on niisugune suht ilmselt väga noor muidugi ka spekulatsiooni , aga ilmselt on pigem nooremad niisugune mingi , kuni ma ei tea , kuni 18 umbes kindlasti no see on ka võib-olla olla palju öeldud , aga noh , sa tegelikult ikkagi näitab seda nagu väljaku , et suvaline , me pidutseme , on ju , mind vist kõige rohkem häiris selle juures need vabandused , et , et , et noh , me läksime nagu oma sõpradega seal ja nüüd niisugune nagu tegelikult ei ütle nagu midagi , et ma saan aru , et sa vabandasid , aga sa kokkuvõttes tegelikult ei ütle mitte midagi selle vabadusega , et noh , siis põhimõtteliselt ikkagi tegelikult natuke süüdimatut sõpradega läksin ja noh , sorry noh , see tegelikult ei ole nagu ei no ma täitsa ei ole nagu midagi , ma täitsa usun , et kui sa ikka lähed niisuguse seltskonnaga , noh , kama on nagu ütled , käitusid valesti ."
20210313_episood_1_eesti_laul_aftekas__covidioodid,0,M,54.761,V,täitsa,nägema,"Ja ma isegi tead , ma täitsa nägin seda postitust , mul ei ole see nagu nüüd sõnas , alt meeles , aga aga jah , ma nägin seda postitust ennast , s ."
20210614_podcast_noorteaken_11__noorteakna_esimene_hooaeg_on_lbi,3,F,13.800833333333332,A,täitsa,lõpp,"Nii nagu siis selle inimesena , kes ma olen kaamera ees kui ka selle inimesena , kes ma olen kaamera nagu väljaspool ja mul on väga äge olnud seda teekonda nagu vaadata kõrvalt ja , ja iga kord , kui ma neid episoode ka vaatan , siis ma mõtlen ka , et täitsa lõpp , et see on tegelikult nii äge , et need inimesed , kes minu ümber on , kellega ma seda koos teha saan , mul on nagu nii nii vedanud ."
20200124_114_saade__meisterpetaja_kristiina_raie_rgib_teekonnast_peale_keha_surma,1,F,31.314666666666668,D,täitsa,reaalselt,"Ja professor koti all et ja , ja meistritasand tuli küll natuke nii ulmeliselt vaimsel tasandil anti see , aga see anti päriselt , et noh , täitsa reaalselt jah , see on hästi suur vastutus ."
20200124_114_saade__meisterpetaja_kristiina_raie_rgib_teekonnast_peale_keha_surma,2,F,28.689000000000004,D,täitsa,rahulikult,"Euroopas olukord muutub , aga õnneks mitte nii kiiresti , et peaks kohe oma asju pakkima hakkama siin , et me saame siin täitsa rahulikult elada ."
20200124_114_saade__meisterpetaja_kristiina_raie_rgib_teekonnast_peale_keha_surma,2,F,28.689000000000004,D,täitsa,ausalt,"Ja kas põhimõtteliselt me jõuame sinna välja , aga alguses on täitsa ausalt öeldes 150 200 aastat inimese psüühika peab harjuma sellega ."
20200124_114_saade__meisterpetaja_kristiina_raie_rgib_teekonnast_peale_keha_surma,2,F,28.689000000000004,D,täitsa,ka,"Ja huvitav on see , et tänapäeva maailmas tegelikult me mõistame seda täitsa ka loogiliselt , enam ei ole nii suurt vahet , kas ta sünnib poisi või tüdrukuna , sest noh , võimalused on juba juba sellist võrdsed ."
20200124_114_saade__meisterpetaja_kristiina_raie_rgib_teekonnast_peale_keha_surma,2,F,28.689000000000004,D,täitsa,otsas,"Mul on eluisu täitsa otsas , nii , ja siis nüüd tuleb reis , oh , et mul ikka reisil kõik hästi läheks , et keha oleks terve , aga domineerib see , et kõigest on juba ükskõik , on see vahe , vot see vahe , et kõigepealt see bassiksee baas häälestus , mina , mina siis häälestangi , kui ma tunnen , et kuidagi kuidagi midagi nagu võbeleb ja ma ise ei ole nagu väga kindel endas , et siis ma nagu võtan selle otsese vastu pekki ."
20220304_prnumaa_ja_saarte_kinnisvaraturulevaade,8,F,1.7978333333333316,A,täitsa,võimalik,Riskide maandamine on täitsa võimalik .
20220304_prnumaa_ja_saarte_kinnisvaraturulevaade,9,F,2.7665,D,täitsa,selgelt,Pärnu Pärnu valgelinnastumine on täitsa selgelt näha .
20220222_annely_soots_tervislikust_ja_tisvrtuslikust_toitumisest,0,F,26.673,A,täitsa,ilus,"Kui praegu alustada tervislikuma toitumisega kehakaalu alandamise eesmärgil , siis suveks saab juba täitsa ilusaks ."
20210824_kaja_kallas_mina_ekrega_valitsust_ei_moodusta,1,F,14.570666666666666,D,täitsa,ilma,"Ja selle üks põhjus võib olla see , et kiigel ei ole riigikogu kohta ja tal on üksjagu laenusid , mis tähendab , et ta jääks ju täitsa ilma peale ."
20190109_59_saade__astroloog_taimi_uuesoo_tutvustab_meile_13_thtkuju,1,F,41.34983333333333,V,täitsa,kasutama,"Aga ikkagi ja nii , ja tahtsin öelda just seda , et sinu puhul , kui sa seal räägid mingist 10-st minutist , no siis saab seda täiesti kasutada ka tavapäraselt vähemalt saab täitsa kasutada ka selliselt , et see , see ei muuda nüüd küll nii palju midagi , et nüüd täiesti puusse läheks ."
